canonical,name,uei,recipient_id,code,amount_fy,ticker
STERLING COMPUTERS,STERLING COMPUTERS CORPORATION,YZTLALWM4UC7,456a17c9-3bd9-f107-77ee-816e474d173e-C,938836541,78713367.11,
DESIGN WEST,DESIGN WEST TECHNOLOGIES INC,ZF7LGVS1XZX9,13d86d3b-7429-dd2e-bece-a0ad488910fd-C,877937870,78501589.21,
OCTO METRIC,OCTO METRIC LLC,MC6UGLKT3UE5,48122cad-bf56-e0d5-0645-95fe4aff4cde-C,081045104,78325093.89,
PROCENTRIX,"PROCENTRIX, LLC",KPGEH1F7E1M4,8216388a-5427-879f-9db6-bbc959f0c4ea-C,626154640,78159390.00,
HIVE,"HIVE GROUP, LLC",WC2WA7J7DJJ9,206ea931-afb5-c196-331e-be2bc4cc0250-C,081264226,77958509.33,
LDRM,LDRM LLC,N8Q9B2ALYVP3,4473d4a9-7aab-6cda-8efb-64e383bfd36d-C,081028464,77894801.26,
MAGELLAN,"MAGELLAN FEDERAL, INC.",MFYCXCNW4WL5,2d99de66-dae6-be97-bf85-f0df84e5df5a-C,830333824,77802915.55,
REGENCY CONSULTING,REGENCY CONSULTING INC,SC8LMLWA6H51,b6010741-8577-b3d7-bed6-b9fcff3518e1-C,029790073,77595005.06,
COMPQSOFT,"COMPQSOFT, INC.",KTU8QJE27RN8,24724179-ffa9-b86c-b68b-26ce7f4088ab-C,140460283,77427142.49,
OMNI FED,OMNI FED LLC,H5CNKFXTJ973,57a8488e-fd15-bde5-7d27-e75c8949855d-C,080622114,77225113.72,
ATEC,ATEC INC,EXAWDKRALAD5,d1ccfc6d-99e1-f0ea-af7b-093e5deb1bda-C,026595124,76647472.03,
TITAN ALPHA,TITAN ALPHA LLC,EGLRC9AH8XA7,ab7f9c95-5f86-babe-a5a9-bbfad02baaeb-C,081008841,76222748.46,
THREE WIRE,"THREE WIRE SYSTEMS, LLC",U8H9F5MLU957,7678e55d-3da3-0606-7fb1-da24efbc7cda-C,783193175,76101014.60,
AKIRA,AKIRA TECHNOLOGIES INC.,E7RRWZMHYG13,c74ef19a-66b8-7c0a-e3c6-817b5b675967-C,605928246,76040236.28,
SAAB,"SAAB, INC",H5FMLSGM29L1,7d2ce7d4-ca1b-ffed-9f57-c00e22be152e-C,079563790,76039742.75,
SIERRA7,"SIERRA7, INC.",NP4TUKF8QCM5,4c8a4efd-2123-0b6f-3767-e43cf1681a8a-C,832644186,75395902.87,
SEVATEC,SEVATEC LLC,KLYLRLJG9921,9f6bbc75-a556-15ed-3c5a-150eb76b477a-C,132599668,75348582.17,
GAP,"GAP SOLUTIONS, INC.",F8GUESLHSWJ7,55991bd7-1546-f5b6-451c-8012c89927a2-C,120439869,75311723.42,
A SQUARE,A SQUARE GROUP LLC,K22WGLWY6ZK6,ed7bc9ba-c097-8bdf-b0e7-033fc8d83380-C,967077848,75287062.62,
VALIANT,"VALIANT SOLUTIONS, LLC",GKF8ERUXED41,0eb731a1-05a5-3ded-505b-64c2af785b40-C,607825929,74466346.07,
AIRCRAFT READINESS ALLIANCE II,"AIRCRAFT READINESS ALLIANCE II, LLC",YML5PYS652E6,e1487db7-e6c8-e818-68fb-1f861b2af020-C,118391984,74405219.44,
CYMSTAR,CYMSTAR LLC,FM7GT4YQQAN1,e9155745-785c-711f-512a-22da7719daa6-C,137785155,74086233.95,
NAVA PBC,NAVA PBC,E9T7F9N2ERR4,4a5ba8be-f336-2b9d-5169-fc227f96c3de-C,080016630,74076274.38,
ASSURANCE TECHNOLOGY,ASSURANCE TECHNOLOGY CORP,SM9GYA9YD5M7,b8195c34-742a-c1c7-b81e-1a9a5a5df52d-C,069338820,73887529.56,
SUMMOME NATIVE VENTURES,SUMMOME NATIVE VENTURES LLC,DRB4CPKGSA45,b3459998-0ab3-e193-1752-5eb96b70a574-C,118279689,73635900.17,
TUKNIK GOVERNMENT,TUKNIK GOVERNMENT SERVICES LLC,GN2VKJH7LBC3,eb3864be-89b2-cfc7-91d3-27a3caebeda0-C,079495837,73334542.67,
MBDA,MBDA INCORPORATED,C7TGB5U411J7,1c17b4bc-d96e-110d-cc6e-aa8cafc74838-C,797420486,73034975.29,
LEWIN,"THE LEWIN GROUP, INC.",KRVRMDJKAA16,2cd822cf-04c8-0397-8526-d6da8ff340a8-C,197325277,72791810.35,
DAI,DAI GLOBAL LLC,JKMEF5QVJK24,f5131cc3-19f5-1683-c880-bdc9614ba308-C,066781956,72245042.28,
APTIVE HTG,APTIVE HTG LLC,L2LMMGFF12A3,6aaa6772-73c2-9906-f017-449531974c02-C,117021448,72109630.20,
ENTERPRISE TECHNOLOGY,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",FBRMCGPMN963,b3bf0045-a393-0c84-7e1c-41efc4b25c9e-C,005050346,71557183.87,
IMPRES TECHNOLOGY,"IMPRES TECHNOLOGY SOLUTIONS, INC",MSSQQ551LG41,729e2015-0309-7429-56c8-a6446b735171-C,011182784,71412016.39,
RESOURCES,FEDERAL RESOURCES CORPORATION,FZK7KZZJYNQ9,48009a20-54f0-eb69-f814-43c52319796d-C,102932709,71363965.50,
P E,"P E SYSTEMS, INC.",PUZ4TAWZLMS1,5e12ae61-be8e-706a-510e-cffaafd530b4-C,867796989,71305444.40,
MITCHELL VANTAGE,MITCHELL VANTAGE SYSTEMS LLC,KXABSMPRN3C8,c37f4e53-8649-e11b-bd51-1b138d3e8dde-C,117417934,71107227.46,
EAGLE HARBOR,EAGLE HARBOR SOLUTIONS LLC,RCFMRKZL4235,b294d979-c2a1-b568-3512-a9ac2c28d89f-C,080193557,70965246.04,
CLARITY INNOVATIONS,CLARITY INNOVATIONS LLC,MLCEWFN6PHL3,254b3a41-c143-7bf0-4675-d073c74155cf-C,967845392,70132565.62,
SUMARIA,"SUMARIA SYSTEMS, LLC",E5R8L9CN3JG5,75e8dbd9-8d6c-e37e-85c0-150b6248b135-C,146389622,69943436.24,
DYNAMO,"DYNAMO TECHNOLOGIES, LLC",P3DJNPYU6KY3,bc03ae95-a4bf-f415-2df4-f2f4bedd6447-C,078589741,69859315.34,
DIGITAL MOBILIZATIONS,DIGITAL MOBILIZATIONS LLC,HNQSMWKJ2K41,5fb1d87e-3e25-496f-381d-9122f4c1422b-C,080159027,69850353.01,
SEHLKE CONSULTING,SEHLKE CONSULTING LLC,E1BDKBCFD2A7,effba513-ce36-82be-b4a6-4244376219e7-C,078311932,69797697.48,
NATIONAL GOVERNMENT,"NATIONAL GOVERNMENT SERVICES, INC.",TJNDFEALGTB5,9668679c-e45b-76b9-c5c8-62cd7c157d08-C,807899653,69741034.18,
PLANNING AND ANALYSIS,"SYSTEMS PLANNING AND ANALYSIS, INC.",TRE8LWVNNXL3,0a2926cc-4d2e-6cfb-62d0-f65d0e91ebb1-C,074814948,69693607.46,
EPSILON,EPSILON INC,JY5SWCCPG5L7,a8d6b655-c921-67cd-f712-5775d68904ca-C,829877328,69440555.18,
STARKEY LABORATORIES,STARKEY LABORATORIES INC,JJ2LV57KNKL7,1d13a714-47a0-7987-7e81-0550507645dc-C,055461479,69386822.59,
DIRECTVIZ,"DIRECTVIZ SOLUTIONS, LLC",YXH4AGD2LGF5,3ddbaf72-144e-f93c-6729-72003a9b1b88-C,078579152,69371140.42,
NATIONWIDE IT,NATIONWIDE IT SERVICES INC,RR2VC8Y3MK47,6185f9d1-db2b-d628-2eb4-6958d29d264b-C,788518996,69116776.59,
EUROMIDS,EUROMIDS,RF7KYWNLDTM7,9c85d748-e97b-e2c1-ee79-4cdbdf1973b0-C,504775920,69035951.03,
ABBOTT LABORATORIES,ABBOTT LABORATORIES INC.,NH3LDK8CFAK7,f740eb86-a84e-ddf4-03cf-fe9834b257e5-C,127208879,68797217.01,
TRIBALCO,TRIBALCO LLC,XVNBJ1QJY5N4,d5ea71c2-8a43-2a4c-875e-4cbd942d888d-C,166665245,68766519.83,
METAPHASE CONSULTING,METAPHASE CONSULTING LLC,ZH8ACM4ZWDL7,46ab4a7b-cf07-7227-8022-2024d8e16c57-C,039027166,68534893.11,
ADNET,ADNET SYSTEMS INC,H33XV7N1QDX3,7e29d787-6472-8c8c-2360-ff95a9c118d1-C,807284971,68281196.00,
CMA TECHNOLOGY,CMA TECHNOLOGY INC,PG4AHPP8MDN6,cc8db4bb-e620-4759-cc9c-bee85c8b7e72-C,627808942,68173229.33,
QINETIQ,QINETIQ INC.,D59PAWL7C3J5,39259f00-4e82-79ef-4e26-bdb23d6bfb10-C,806951570,68016205.26,
FEARLESS,"FEARLESS SOLUTIONS, LLC",YUZFZ7G7J7D3,a6fc99d5-4787-697b-0d48-a69c3ede2b84-C,829602304,67907763.69,
EMERGENT BIODEFENSE OPERATIONS LANSING,EMERGENT BIODEFENSE OPERATIONS LANSING LLC,JLLWGQX6LNA5,c52a5fea-527a-e1fe-245e-97245012d4d0-C,081005624,67400676.00,
BECKMAN COULTER,"BECKMAN COULTER, INC",PU6HHX2R11C7,790cc276-b1e8-5d50-e48e-4b2a8304b4b5-C,153910070,67298822.75,
SCIENTIFIC RESEARCH,SCIENTIFIC RESEARCH CORPORATION,FAK7LNGRNAN5,7905361a-d6ee-2495-f5e3-9ed8ce4fcd1b-C,197138274,67018008.89,
TECHNICAL RESOURCES,"TECHNICAL RESOURCES INTERNATIONAL, INC.",FAA2LVENETH4,2f1c3a02-e976-99d1-745f-029ad63e23e6-C,057052391,66957404.64,
STRATEGIC TECHNOLOGY INSTITUTE,STRATEGIC TECHNOLOGY INSTITUTE INC,HDFLNVD97EJ3,729df09e-b862-5b69-a6fd-8f77b54988ff-C,153637079,66480587.85,
DIGITAL MANAGEMENT,DIGITAL MANAGEMENT LLC,EMACGJ3EEAT5,5da48da9-52e2-68fc-383f-bb500b230e4e-C,113512359,66177491.75,
RESOURCES SUPPLY,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",UR5TFK3LAVL5,e3e4e272-4f51-0cff-6971-89d6c544d721-C,806647801,66117547.22,
ENLIGHTEN IT CONSULTING,ENLIGHTEN IT CONSULTING LLC,R1V7DQ3VKQP5,ef60f1f1-d857-05bd-637d-aee1f1197946-C,808604057,65887783.04,
PLANNED,PLANNED SYSTEMS INTERNATIONAL INC,UCJYKA5ZB3U7,7bc8ac09-dde3-fd65-5f3b-7dadd9ddbcf8-C,603571613,65558002.27,
SURVICE ENGINEERING,THE SURVICE ENGINEERING COMPANY LLC,XS3JCD2LPEV5,8e21c3cd-7701-16b1-5553-abcd49852fa8-C,035414697,65190183.28,
EKAGRA PARTNERS,"EKAGRA PARTNERS, LLC",Q1DVL2FMEYR4,9f179729-01cd-b1aa-8259-6f7e1a6d6f07-C,059692983,65026622.74,
INUTEQ,"INUTEQ, LLC",NBEWZB8LQ8Z5,83253a28-d5e4-17db-0aa6-15d2c71ba1fa-C,829522403,64893590.93,
SIMULATION,"SIMULATION TECHNOLOGIES, INC",TNPCRLHGD9N6,256bf090-518f-02d5-929f-db378a0a1986-C,118044056,64718198.57,
ELECTROSOFT,"ELECTROSOFT SERVICES, LLC",RU8BMGV411D8,2b375c29-a4b3-51c8-608c-ab829c40e2c0-C,022665041,64461932.15,
MOOG,MOOG INC,L4ZMKLM4MPL3,ada090b1-23c9-76f8-3dfc-602a0a7e3d1c-C,002103166,64373689.02,MOG.A
JOINT TECHNICAL,"JOINT TECHNICAL SOLUTIONS, LLC",UDK4EL8FFGD4,ed7da9fa-08b8-52af-4175-8757b45ef45c-C,118026367,64301299.48,
ASRC HIGHLAND TECHNOLOGY,"ASRC FEDERAL HIGHLAND TECHNOLOGY, INC",FNFFH474NHC8,043c93b7-2995-652c-9a7c-a98c0b7b49f7-C,968189746,64200318.43,
RANGE GENERATION NEXT,RANGE GENERATION NEXT LLC,E6J8JNNJ6AA5,efbf25aa-6c78-4e02-37f9-e9ea57594856-C,078818589,64113554.21,
DYNETICS,"DYNETICS, INC.",FH7ML8E9EWJ7,83f39725-68ce-aaf2-164d-475e790e2b8e-C,075458455,64027802.69,
DNI EMERGING,"DNI EMERGING TECHNOLOGIES, LLC",MKAQAB8ECG69,f9524148-43f1-351c-cec4-36ddf60f93c0-C,117616558,63972640.11,
INTERACTIVE PROCESS TECHNOLOGY,"INTERACTIVE PROCESS TECHNOLOGY, LLC",FECDBHGKD452,5b56e671-83a0-410e-a1d5-68db8a87744e-C,077479959,63471156.97,
MICROHEALTH,MICROHEALTH LLC,C1RQANT6CG57,7db9cee9-fc9b-1639-3c5a-f90c99ae6dbf-C,963809988,63386209.39,
UNISSANT,UNISSANT INC.,U8PWX251MWG6,6be4bd04-2ddc-4a60-2485-c6c3912f2056-C,623884660,63129505.07,
ONEIDA TECHNICAL,"ONEIDA TECHNICAL SOLUTIONS, LLC",V1NDQKKGJ7G4,e9aee953-57bd-9ed6-bec5-acc2dc4c83ae-C,079381098,62972032.26,
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,DQDBM7FGJPC5,7148b6ec-c422-d557-aa04-0c8488cc6775-C,005309844,62884753.99,
EDUCATIONAL TESTING SERVICE,EDUCATIONAL TESTING SERVICE,SZN1MPHQN853,e3896a2e-254d-b2ef-073d-a9d99c35d049-C,002508463,62577903.96,
STRATEGIC COMMUNICATIONS,STRATEGIC COMMUNICATIONS LLC,LJZRP7SE5LN4,00083d9e-a764-866f-6f50-a750efc77659-C,878933845,62548382.10,
MI TECHNICAL,"MI TECHNICAL SOLUTIONS, INC.",RH63VKMG2Q83,4a064e7e-283e-e0c7-8549-4ee16e8a1773-C,937579217,62487656.73,
ECHELON,"ECHELON SERVICES, LLC",V6WFXPAQNYC7,7c15ae44-0a7a-b287-d880-77e4e6b3bc29-C,080758459,62341329.30,
ASRC TECHNOLOGY,"ASRC FEDERAL TECHNOLOGY SOLUTIONS, LLC",CA11RWJPADV6,01a03f2d-c40d-4764-04eb-93e265b3623d-C,004683038,61996029.62,
COFORMA,COFORMA LLC,CWKEYCF97KB6,42417878-8169-6d32-c411-21f88461b9ba-C,080987122,61927864.69,
TUNDRA,TUNDRA FEDERAL LLC,DUDQALWDJ4J5,742b54ac-2258-c97c-c99d-837738b058d4-C,079736582,61731042.12,
SIGMA DEFENSE,SIGMA DEFENSE SYSTEMS LLC,CZ2ZTPRJ1JW4,55b6b5ec-f875-a569-5029-b58837db4214-C,786713466,61347807.68,
ITCON,ITCON SERVICES LLC,WTMSNFD6P9J3,e4b3a038-4887-ba57-f1a9-b3d8e7fcd170-C,831611756,61062311.57,
TRIMAN INDUSTRIES,TRIMAN INDUSTRIES INC,VWX3JEES4FF7,58066858-87e7-cdb8-6f7e-de093686ad6e-C,966423352,60968174.25,
ALETHIX,"ALETHIX, LLC",F4EQF8UKA2K5,183083c0-2cbc-1903-c64f-5370f91554ae-C,078440915,60670780.12,
C5MI INSIGHT,C5MI INSIGHT LLC,M9XWK2TNKWW9,dd2e00f3-729a-2625-f3e3-85ddeaeb272a-C,,60395971.52,
TEKPRO SUPPORT,"TEKPRO SUPPORT SERVICES, LLC",G6WGYB8SKE53,b91cdbac-13b9-0027-4d4c-559293663353-C,080424750,60316526.68,
NETWORK DESIGNS,"NETWORK DESIGNS, INC.",LCT9TCMAMQ11,9314c6ca-e51e-b4bb-64f5-29f569b38735-C,957449812,60098592.77,
THOMAS INSTRUMENT,"THOMAS INSTRUMENT, INCORPORATED",M3DSAMDJMXY8,a3a9fc8e-f241-89c3-e429-9c154c50d9ad-C,008091316,60032188.24,
ICR,"ICR, INC.",N2U8KLM48JG1,f96f39e6-82af-1407-a756-5fc0011d5246-C,079267087,59920118.08,
AVMAC,AVMAC LLC,HLLKJP6ZVFB3,c2cc41cf-6a78-992c-bf83-0f8c071a65bb-C,831160960,59849671.90,
SUMMIT CONSULTING,SUMMIT CONSULTING LLC,FNYSF7X4ELS5,bffed3a7-e990-8581-56d2-c284fa9d4232-C,134631675,59814534.48,
TANTUS,"TANTUS TECHNOLOGIES, INC.",HG5EUM78L3Y9,6b5e23b6-679c-f577-4121-2eb0e713f32f-C,113006444,59780424.85,
GOLDSCHMITT AND ASSOCIATES,GOLDSCHMITT AND ASSOCIATES LLC,UA16ZXLPQWY6,a5819e43-f5f3-d9d4-2253-f2f966141b3c-C,014735067,59695024.61,
EDUCATION DEVELOPMENT CENTER,"EDUCATION DEVELOPMENT CENTER, INC.",WWH4L4GKKW58,4a3f736d-5b24-dadc-592e-04cd891c92cd-C,076583830,59693039.57,
GREENBRIER GOVERNMENT,GREENBRIER GOVERNMENT SOLUTIONS INC,KVMTJANNET58,5ca88440-a6c3-e664-edc6-4cff137c4fa1-C,080083427,59582490.30,
RSI-QUANTITECH JV,RSI-QUANTITECH JV LLC,WGPCPHF95RY6,e1b55302-90bb-96ac-3428-ed567cfa9713-C,117166990,59195305.00,
FLIGHTSAFETY DEFENSE,FLIGHTSAFETY DEFENSE CORPORATION,G6ZEWHPSV5D9,266f31fb-e458-df55-24c2-61ae47fd27cd-C,105699292,59058254.58,
POWERTRAIN,"POWERTRAIN, INC.",FFFBN9JMAKK3,94477b02-5db7-922d-609b-06645c13c20c-C,837788223,58861808.99,
ARLLUK TECHNOLOGY,ARLLUK TECHNOLOGY SOLUTIONS LLC,YH7RBH5GJYJ8,48bdf281-7735-5050-a5e0-d45de41b7923-C,080205103,58775736.39,
GALAPAGOS,GALAPAGOS FEDERAL SYSTEMS LLC,N3GDEB78RNF8,fff7b97c-2c49-3aea-0239-288216e117d3-C,079835092,58646380.17,
DV UNITED,DV UNITED LLC,HCBJCK2G9EM1,ea59d803-635b-0abc-76e5-841f4489e427-C,557258436,58498156.99,
CREATIVE AND CONSULTING L L C,CREATIVE SYSTEMS AND CONSULTING L.L.C.,CCQBGD21CZR9,c260138e-301c-323a-da05-526c32e86e85-C,963889469,58459548.98,
WOLFTEK MISSION,"WOLFTEK MISSION GROUP, LLC",DVB4FP2XNLJ5,76d0d468-e5ca-338c-cde3-463300341120-C,118085407,58430675.78,
SPECTRUM,SPECTRUM SOLUTIONS INC,N9HABLYNBFQ5,a7a5f962-0e16-2446-cb00-13c3e2a3e1fa-C,040179405,58383098.17,
VAE,"VAE, INC.",LB8JT7MNMYB5,c78c330d-48dc-80ec-0dcf-3076b010cf1b-C,046257734,58354079.38,
TACTICAL AIR SUPPORT,"TACTICAL AIR SUPPORT, INC.",SKFUCM4WSLN3,fbbaa7a2-b324-4790-1583-04e0371c4add-C,100609253,58231200.99,
ROCHE DIAGNOSTICS,ROCHE DIAGNOSTICS CORPORATION,JDMDFEZBYH36,421d7508-3321-6311-abf5-e50fdddfd818-C,001824663,58071114.85,
COMPASS POINT,COMPASS POINT LLC,GXL9RAYKASF5,a69bf40d-70f6-8872-0203-cbdf268bd8e9-C,080686552,58070090.55,
QED,"QED SYSTEMS, LLC",QMWLLXKG6LW5,07745be7-ed36-9334-3f90-27da093aa3b7-C,556389943,58040006.36,
PLANET,"PLANET TECHNOLOGIES, INC.",K7U4K35DBUM4,a4fe8f37-20e5-864d-34f2-35ccc6e4c65c-C,013020685,58013373.39,
AGILE SIX APPLICATIONS,"AGILE SIX APPLICATIONS, INC",UP4JHKJQ9MQ7,dc0f2c89-d77b-11ee-cb24-8d88ae6bd979-C,079622664,57897862.08,
TOYON RESEARCH,TOYON RESEARCH CORPORATION,PK1CB3L39XX8,07260464-657f-c800-4010-c69e124ec72e-C,054672662,57802147.35,
LYNKER,LYNKER CORPORATION,MCLPKDBCDKY7,769ae6c2-ab99-6c7c-d5a0-192e3904c1d4-C,807889683,57450541.77,
MCR,"MCR FEDERAL, LLC",F2LNMXNJ3GN1,8859a06b-349b-dd1b-bdc5-60a16ce8381c-C,028509656,57448821.86,
IST RESEARCH,"IST RESEARCH, LLC",L5SPUJ6EPWB6,20cf7386-1122-bd1b-6c10-9b6591b29cea-C,827627154,57267278.49,
CTG,"CTG FEDERAL, LLC",G2D4Q7UKR5P5,9dd8835c-4d98-c166-d9e6-a923b8ba4f16-C,080932836,57174529.85,
DUKE UNIVERSITY,DUKE UNIVERSITY,TP7EK8DZV6N5,6f191f83-6024-f2be-3012-4b740b10ac7a-C,044387793,56450069.15,
NETCENTRIC TECHNOLOGY,"NETCENTRIC TECHNOLOGY, LLC",T65LCYKJCW58,283e0878-d417-6f63-4e72-531f48f230d5-C,113807676,56174524.40,
SKYLIGHT,SKYLIGHT INC.,F1QZXZNLZJF2,2d30d1e1-04c9-5f01-2aff-5db97d940387-C,080202677,55987482.96,
HUMANIT,HUMANIT SOLUTIONS LLC,ZJEJHF7J5NX1,a12f5241-d743-6988-cb4d-48290e767be8-C,080379081,55937330.98,
DRS ADVANCED ISR,DRS ADVANCED ISR LLC,NDBGSG77NZV5,f5bbaa6a-5e72-5122-095f-cf813ad63495-C,833076883,55821642.55,
CAPGEMINI GOVERNMENT,CAPGEMINI GOVERNMENT SOLUTIONS LLC,DR6MQ56MGFA5,cb03b591-89be-7536-e47d-09e57f30d4b3-C,132048377,55782722.93,
OCTO CONSULTING,OCTO CONSULTING GROUP LLC,X5V6UB9HVCD8,a8d2abcb-8ce1-7b83-07cc-02fe114f9d9f-C,800127859,55624115.48,
TATITLEK,TATITLEK FEDERAL SERVICES LLC,NWH9FNLK5KK1,ae620f7d-58b4-c0c1-d12e-6863436b29f1-C,967887188,55604098.64,
JOHNSONS OF KINGFISHER,JOHNSONS OF KINGFISHER INC,N9E4C9JQ7RH9,7ca8cdc3-7b00-6528-2761-e54bc5986674-C,032964637,55421312.00,
M C DEAN,"M. C. DEAN, INC.",RD55NEXJ5EW4,a81ae18c-cbc0-5d23-ac06-c9243fff1ad0-C,043203249,55271507.56,
GLAXOSMITHKLINE,"GLAXOSMITHKLINE, LLC",FRHTPHMZMX47,0f969aa5-0e1b-b48e-2827-aaec1153c295-C,167380711,55220995.65,
GOVERNMENT SCIENTIFIC SOURCE,GOVERNMENT SCIENTIFIC SOURCE INC,J49CN39QTNW3,faa583fb-c375-c938-9d1f-ab5e70c413be-C,785807611,55207682.71,
MANAGEMENT ENGINEERING,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,HMYJQTNC54D5,e04cf907-2e76-ab0f-316a-3527d60a4f7b-C,074334264,55120038.11,
SWISH DATA,SWISH DATA CORPORATION,DMERLBE3JR53,84a05e3b-8abe-6d1d-7ed7-2027ad5179fc-C,623506107,55076185.72,
GN HEARING CARE,GN HEARING CARE CORPORATION,KG9WYK8CNGK5,383094f0-eebd-7b00-c5aa-1c0bf48a2735-C,173814856,54781120.60,
HEWLETT PACKARD ENTERPRISE,HEWLETT PACKARD ENTERPRISE COMPANY,EFAJMASTF3J7,af8850df-7469-be9b-104e-e8e1f10514ab-C,079871820,54694290.24,HPE
KEARNEY P C,"KEARNEY & COMPANY, P.C.",UC4BPA3LC4J6,7d1bb88e-f48f-cd06-289d-f7f1940c634e-C,186576310,54362487.90,
360 PATRIOT ENTERPRISES,360 PATRIOT ENTERPRISES LLC,CC77N236M9L3,3f38f92b-d01e-37ee-8442-271df8326bc2-C,831340356,54354586.87,
MOTOROLA,"MOTOROLA SOLUTIONS, INC.",HFK9V1G2B513,0ec2982e-1af5-7c07-1267-43ca6833f333-C,069373090,54332316.90,
BUSINESS MISSION EDGE,"BUSINESS MISSION EDGE, LLC",RCTSGXMDGP51,0b9fbf44-0ab5-d1bb-b1a4-f755af306692-C,080189287,54146065.08,
PHYSICAL SCIENCES,PHYSICAL SCIENCES INC.,RMG1AZ1ZH8Q7,f2421335-7cbc-e2ae-5e3c-a18e15cee45e-C,073800062,53846266.10,
TRIUMPH GEAR,TRIUMPH GEAR SYSTEMS INC,FPUND7E6VZF3,7e466472-560f-ea62-56f6-5fdb93810d73-C,828194758,53750336.29,
TRILOGY,"TRILOGY FEDERAL, LLC",QY6ZENEB34D9,fd9d0b5f-3951-f44b-d27f-21cf2c51b40c-C,830206749,53481993.81,
SEACORP,"SEACORP, LLC",DMPKMH1MFSQ1,30b95ce8-2471-0ac7-5aa0-44d8047a537c-C,072118748,53155663.62,
TUVLI,TUVLI LLC,LGYKTQFA4BR5,cc99fb0d-4dd3-648d-aeb7-5d2b2ac07453-C,079736373,52951351.34,
STRATASCOR,"STRATASCOR, LLC",KM9AGSE33MH4,09aef996-8847-3e3c-16a2-85ccc9d0077f-C,080084988,52799606.83,
CELERITY GOVERNMENT,CELERITY GOVERNMENT SOLUTIONS LLC,K4V5LZ9H16G5,ccd78a76-9474-7cdb-972e-bdbd5d305cb7-C,831726588,52764864.34,
CHEROKEE NATION LINK L L C,"CHEROKEE NATION SOLUTIONS LINK, L.L.C.",X9HNYNKMF5H6,c98c9693-2a3e-403b-160e-1ab95f023444-C,081556639,52754512.16,
OBSIDIAN,"OBSIDIAN GLOBAL, LLC",SRB4DQGC2BB1,15968653-9246-bd19-098c-133abe32b656-C,079160853,52747690.33,
OSHKOSH,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,5c99e12d-99a6-52a3-d019-34a3855a6ed7-C,079467211,52682240.19,OSK
APPLIED PHYSICAL SCIENCES,APPLIED PHYSICAL SCIENCES CORP,R494GGV1AEM8,038964ed-d3a0-f345-d681-ea64a1bc9c2f-C,112716357,52682231.48,
LAWELAWE DEFENSE,"LAWELAWE DEFENSE, INC.",EY7ZKMMAA7D7,02f414c1-b973-bbe4-386d-680f0543b9ff-C,101102780,52621801.79,
CAES,CAES SYSTEMS LLC,MMA7H4NEMCT9,5fed3bc7-8243-88c2-d281-5ee1e08a992f-C,809580439,52455107.62,
ENCOMPASS,ENCOMPASS LLC,V71FRUGWJMM3,05d84a7b-60aa-2148-7d85-24f65989b572-C,042811732,52444256.20,
DRS,"DRS SYSTEMS, INC",SJM7EANJPK58,4c0647b9-438c-2349-1a2b-2019d7de5269-C,017395711,52420901.92,
SENTURE,SENTURE LLC,GC51JCDRQP95,5cf72d12-86d5-5a55-191e-c2bc94ea60ed-C,146265173,52378816.25,
SMS DATA PRODUCTS,SMS DATA PRODUCTS GROUP INC,JLAZY7RHKPJ3,e3aee88a-bcd0-2ce0-044b-3616a1128d5d-C,095350484,52278299.62,
KATMAI MANAGEMENT,KATMAI MANAGEMENT SERVICES LLC,M2BMNKL4CR69,52323d90-1b32-113e-5d0e-48f3f67cf663-C,808181650,52217057.42,
ABSOLUTE STRATEGIC,"ABSOLUTE STRATEGIC TECHNOLOGIES, LLC",LV3XNNN6AML4,e0dab0d9-a720-b3ce-aba3-8b3e1f91ac9f-C,118329753,52144477.48,
SOFT TECH CONSULTING,"SOFT TECH CONSULTING, INC.",NNQZAS2TE6S5,8651becb-bc7e-7f4b-9b39-928f8a38ce66-C,090281960,52108885.30,
CSP ENTERPRISES,"CSP ENTERPRISES, LLC",GJJRGECWBFK9,bb568d9a-9444-a87b-1a3b-70516d83949d-C,041108742,51450023.89,
DARK WOLF,"DARK WOLF SOLUTIONS, LLC",K8KVUFQMGYV5,a27737a0-81f0-7f88-4984-b9914a4d635d-C,933645991,51381063.17,
NEANY,"NEANY, INC.",FN6ABUNCP1S8,ea4a22f2-850b-2c33-f2c7-c583186316c7-C,179328117,51235524.54,
MODEX THERAPEUTICS,"MODEX THERAPEUTICS, INC",CDVMNSMRDTW8,d1ca6864-127a-fb6c-c901-db3757b94ab0-C,117747637,51049267.00,
STRATEGIC RESOURCES,"STRATEGIC RESOURCES, INCORPORATED",E6KBKQAPJUZ1,8d56d352-c66e-4421-c4ea-9a8bacf13514-C,626957674,51019393.07,
CDM PROGRAMS,CDM FEDERAL PROGRAMS CORPORATION,DHS5ZJSFCSH9,ddc9803c-9900-af05-a30d-faa53e4e80a2-C,161563440,50890471.27,
